,State,Number_feature,Time_Step,number_layers,number_hiddinen_nodes,MAE,RMSE,R2_Score
297,Uttar-Pradesh,3,7,2,8,0.24767248332500458,0.2650253877084755,-5.126428795342615
298,Uttar-Pradesh,3,7,2,16,0.14734889566898346,0.1609628011666606,-1.2598700611705023
299,Uttar-Pradesh,3,7,2,32,0.0910680964589119,0.1016277369641502,0.09914074656951022
300,Uttar-Pradesh,4,5,1,1,0.6553380489349365,0.666630011285944,-29.082766944697646
301,Uttar-Pradesh,4,5,1,5,0.4422220289707184,0.46084078081136354,-13.376389353268092
302,Uttar-Pradesh,4,5,1,8,0.1223796084523201,0.13522146366086177,-0.23776807018100343
303,Uttar-Pradesh,4,5,1,16,0.10004802793264389,0.11717775622231824,0.07052361753916236
304,Uttar-Pradesh,4,5,1,32,0.08377674967050552,0.09711614022048155,0.36154418944471345
305,Uttar-Pradesh,4,5,2,1,0.5594271421432495,0.5747108426935927,-21.358713200716995
306,Uttar-Pradesh,4,5,2,5,0.17988495528697968,0.2008210521239911,-1.7300243783942273
307,Uttar-Pradesh,4,5,2,8,0.12246871739625931,0.138876622787543,-0.3055885281485067
308,Uttar-Pradesh,4,5,2,16,0.11938536912202835,0.13684515559112048,-0.26767194235147174
309,Uttar-Pradesh,4,5,2,32,0.08318039774894714,0.095890926486482,0.37755202352870965
310,Uttar-Pradesh,4,7,1,1,0.5209966897964478,0.5316793445891261,-23.656535092320134
311,Uttar-Pradesh,4,7,1,5,0.5028773546218872,0.5120859939510215,-21.87274111447406
312,Uttar-Pradesh,4,7,1,8,0.39978286623954773,0.41111251527242887,-13.7419122613299
313,Uttar-Pradesh,4,7,1,16,0.26797640323638916,0.28386319289015594,-6.028304472549449
314,Uttar-Pradesh,4,7,1,32,0.09490431845188141,0.10628995144271496,0.014590288859810285
315,Uttar-Pradesh,4,7,2,1,1.3374652862548828,1.3416544076505605,-156.0050891220071
316,Uttar-Pradesh,4,7,2,5,0.2383975237607956,0.25541033178960676,-4.689962224297013
317,Uttar-Pradesh,4,7,2,8,0.4529358148574829,0.46448466111285774,-17.81807261574272
318,Uttar-Pradesh,4,7,2,16,0.15233880281448364,0.16812715712478746,-1.4655180675552093
319,Uttar-Pradesh,4,7,2,32,0.07287828624248505,0.08179774144086319,0.41640028375702864
320,Uttar-Pradesh,5,5,1,1,0.34277060627937317,0.3561005270406373,-7.584069166337887
321,Uttar-Pradesh,5,5,1,5,0.16117960214614868,0.1767550199509368,-1.1149082204483567
322,Uttar-Pradesh,5,5,1,8,0.22623522579669952,0.24608139733692877,-3.0992614390190028
323,Uttar-Pradesh,5,5,1,16,0.13467317819595337,0.14549645117113774,-0.43302180904999754
324,Uttar-Pradesh,5,5,1,32,0.04961104691028595,0.05626601034375172,0.7856910722956735
325,Uttar-Pradesh,5,5,2,1,0.6088482141494751,0.6180655354207233,-24.859316704956022
326,Uttar-Pradesh,5,5,2,5,0.5053814053535461,0.515850826864494,-17.013425552869993
327,Uttar-Pradesh,5,5,2,8,0.2730817198753357,0.2998576536826388,-5.086649521313529
328,Uttar-Pradesh,5,5,2,16,0.15424607694149017,0.16983811736746754,-0.9526227689903279
329,Uttar-Pradesh,5,5,2,32,0.11247153580188751,0.12392068721681541,-0.03952663469556872
